;"Oil";"Coal";"Gas";"Hydroelectricity";"Nuclear";"Biomass and Waste";"Wind";"Fuel Ethanol";"Solar, Tide, Wave, Fuel Cell";"Geothermal";"Biodiesel"
"1961-01-01 00:00:00";25,15569;440,4411256;42,91057781111116;109,1828571428572;0,7363636363636366;;;;;;
"1962-01-01 00:00:00";27,563100000000002;440,3320362;50,72222913333338;102,22571428571425;1,2818181818181762;;;;;;
"1963-01-01 00:00:00";29,33086;400,854699;52,01703709222221;123,9057142857139;1,2696969696969649;;;;;;
"1964-01-01 00:00:00";33,098980000000005;442,71246460000003;54,46754141111116;99,27142857142859;1,7575757575757625;;;;;;
"1965-01-01 00:00:00";34,86674000000001;431,1668984;54,018103937777795;132,11999999999983;2,7181818181818223;;;;;;
"1966-01-01 00:00:00";34,099160000000005;422,3257724000001;55,227304758888835;147,20571428571463;4,227272727272724;;;;;;
"1967-01-01 00:00:00";32,93616;402,02700300000004;59,529063432222216;128,46857142857104;7,75757575757576;;;;;;
"1968-01-01 00:00:00";31,261440000000004;356,9274912;60,80246960666663;144,12571428571425;9,572727272727278;;;;;;
"1969-01-01 00:00:00";29,063370000000003;344,79577300000005;69,6200047977778;151,21714285714316;13,530303030302997;;;;;;
"1970-01-01 00:00:00";26,853670000000005;317,70252500000004;73,62213848888884;161,73142857142832;17,306060606060615;;;;;;
"1971-01-01 00:00:00";21,643430000000002;282,2093932;76,50067849666664;139,20857142857162;28,26969696969702;;;;;;
"1972-01-01 00:00:00";17,25892;256,7687682;80,43860683444443;139,3028571428575;44,2151515151515;;;;;;
"1973-01-01 00:00:00";14,58402;222,5781964;80,74893270888884;135,87142857142874;44,699999999999946;;;;;;
"1974-01-01 00:00:00";12,560400000000001;199,87294740000002;81,62640587111117;162,722857142857;44,57575757575762;;;;;;
"1975-01-01 00:00:00";11,95564;198,0102866;78,54454891111116;171,1657142857143;55,29696969696968;;;;;;
"1976-01-01 00:00:00";12,292910000000001;193,6890438;74,2427902377778;139,10000000000016;47,766666666666666;;;;;;
"1977-01-01 00:00:00";12,002160000000002;188,390881;81,30537910444443;217,57999999999996;54,36666666666667;;;;;;
"1978-01-01 00:00:00";12,85115;173,6247352;81,43378981111105;195,65999999999994;87,87575757575755;;;;;;
"1979-01-01 00:00:00";13,921110000000002;163,4908184;83,13523167444443;191,34571428571394;114,8727272727273;;;;;;
"1980-01-01 00:00:00";28,622375519000002;166,44697832;81,804143026;195,00857197000002;192,19392589;1,8111110576000002;0;0;1,3428571359;0;
"1981-01-01 00:00:00";34,040608765;168,22450752;77,11729954600001;201,02286365;300,71211844;1,9388888209000001;0;0;1,5142857782;0;
"1982-01-01 00:00:00";30,754223136000004;156,72965975;71,426093918;195,99999458;310,99089852000003;2,9833331824;0;0;1,6285713459000002;0;
"1983-01-01 00:00:00";31,382594362;154,58518079;72,235394217;192,89999482000002;412,08484797;1,9055554964000003;0;0;1,6285713459000002;0;
"1984-01-01 00:00:00";31,468573789;151,11182314;68,685206461;182,88571583;546,8788041900001;2,4583333506000002;0;0;1,6285713459000002;0;
"1985-01-01 00:00:00";39,399681364;139,49920999000003;58,127051684;172,13714190000002;639,9757679300001;2,0888889556;0;0;1,6285713459000002;0;
"1986-01-01 00:00:00";44,276420647;134,74658723000002;45,753471352000005;174,15142301000003;725,9333537900001;2,341666773;0;0;1,6000000412;0;
"1987-01-01 00:00:00";46,479086823;121,73188454000001;42,450859547;196,06572734000002;755,3484964;2,4388888047000004;0;0;1,5428570829000001;0;
"1988-01-01 00:00:00";47,86532234700001;106,413774288;35,002598171;211,29143259;788,7484608000001;2,3555555516;0;0;1,5428570829000001;0;
"1989-01-01 00:00:00";46,477800545;103,56051079300002;33,675568651000006;130,69713753;874,89397583;4,1916668061;0;0;1,5142857782;0;
